__________________________________________________
Iteration   Train.Loss (MSE)     Time (in sec)    
  18906          0.008               0.141        
  18907          0.012               0.125        
  18908          0.007               0.141        
  18909          0.009               0.141        
  18910          0.011               0.125        
  18911          0.006               0.141        
  18912          0.006               0.125        
  18913          0.007               0.125        
  18914          0.010               0.141        
  18915          0.007               0.125        
  18916          0.011               0.141        
  18917          0.008               0.141        
  18918          0.007               0.125        
  18919          0.007               0.141        
  18920          0.007               0.141        
  18921          0.009               0.125        
  18922          0.007               0.141        
  18923          0.006               0.141        
  18924          0.008               0.125        
  18925          0.009               0.141        
  18926          0.006               0.141        
  18927          0.007               0.125        
  18928          0.007               0.141        
  18929          0.006               0.125        
  18930          0.007               0.141        
  18931          0.006               0.141        
  18932          0.007               0.125        
  18933          0.010               0.141        
  18934          0.007               0.141        
  18935          0.007               0.125        
  18936          0.008               0.141        
  18937          0.008               0.141        
  18938          0.009               0.125        
  18939          0.007               0.141        
  18940          0.006               0.141        
  18941          0.006               0.125        
  18942          0.011               0.141        
  18943          0.007               0.125        
  18944          0.009               0.125        
  18945          0.008               0.141        
  18946          0.009               0.125        
  18947          0.008               0.141        
  18948          0.008               0.141        
  18949          0.008               0.125        
  18950          0.007               0.141        
  18951          0.006               0.141        
  18952          0.008               0.125        
  18953          0.008               0.141        
  18954          0.007               0.141        
  18955          0.007               0.125        
  18956          0.005               0.141        
  18957          0.006               0.141        
  18958          0.006               0.125        
  18959          0.005               0.141        
  18960          0.008               0.125        
  18961          0.007               0.125        
  18962          0.005               0.141        
  18963          0.006               0.125        
  18964          0.012               0.141        
  18965          0.007               0.141        
  18966          0.009               0.125        
  18967          0.006               0.141        
  18968          0.006               0.141        
  18969          0.012               0.125        
  18970          0.009               0.141        
  18971          0.010               0.141        
  18972          0.007               0.125        
  18973          0.009               0.141        
  18974          0.006               0.125        
  18975          0.008               0.125        
  18976          0.011               0.141        
  18977          0.009               0.125        
  18978          0.010               0.141        
  18979          0.009               0.141        
  18980          0.007               0.125        
  18981          0.011               0.141        
  18982          0.008               0.141        
  18983          0.010               0.125        
  18984          0.021               0.141        
  18985          0.007               0.141        
  18986          0.016               0.125        
  18987          0.010               0.141        
  18988          0.010               0.125        
  18989          0.011               0.125        
  18990          0.008               0.141        
  18991          0.011               0.125        
  18992          0.018               0.141        
  18993          0.007               0.141        
  18994          0.012               0.125        
  18995          0.014               0.141        
  18996          0.008               0.141        
  18997          0.014               0.125        
  18998          0.012               0.141        
  18999          0.007               0.141        
  19000          0.014               0.125        
  19001          0.008               0.125        
  19002          0.009               0.141        
  19003          0.008               0.141        
  19004          0.006               0.125        
  19005          0.009               0.141        
  19006          0.009               0.125        
  19007          0.010               0.125        
  19008          0.008               0.141        
  19009          0.007               0.125        
  19010          0.007               0.141        
  19011          0.008               0.141        
  19012          0.008               0.125        
  19013          0.005               0.141        
  19014          0.006               0.141        
  19015          0.008               0.125        
  19016          0.005               0.141        
  19017          0.006               0.141        
  19018          0.007               0.125        
  19019          0.005               0.141        
  19020          0.008               0.141        
  19021          0.008               0.125        
  19022          0.009               0.141        
  19023          0.014               0.125        
  19024          0.009               0.125        
  19025          0.007               0.141        
  19026          0.006               0.125        
  19027          0.005               0.141        
  19028          0.005               0.141        
  19029          0.009               0.125        
  19030          0.008               0.141        
  19031          0.005               0.141        
  19032          0.008               0.125        
  19033          0.007               0.141        
  19034          0.012               0.141        
  19035          0.010               0.125        
  19036          0.013               0.141        
  19037          0.010               0.125        
  19038          0.011               0.125        
  19039          0.006               0.141        
  19040          0.010               0.125        
  19041          0.009               0.141        
  19042          0.008               0.141        
  19043          0.010               0.125        
  19044          0.007               0.141        
  19045          0.008               0.141        
  19046          0.007               0.125        
  19047          0.005               0.141        
  19048          0.007               0.141        
  19049          0.007               0.125        
  19050          0.006               0.141        
  19051          0.005               0.125        
  19052          0.009               0.125        
  19053          0.009               0.141        
  19054          0.008               0.125        
  19055          0.004               0.141        
  19056          0.007               0.141        
  19057          0.011               0.125        
  19058          0.008               0.141        
  19059          0.006               0.141        
  19060          0.009               0.125        
  19061          0.010               0.141        
  19062          0.009               0.141        
  19063          0.009               0.125        
  19064          0.006               0.141        
  19065          0.012               0.125        
  19066          0.005               0.125        
  19067          0.005               0.141        
  19068          0.011               0.125        
  19069          0.007               0.141        
  19070          0.007               0.141        
  19071          0.008               0.125        
  19072          0.008               0.141        
  19073          0.011               0.141        
  19074          0.010               0.125        
  19075          0.005               0.141        
  19076          0.012               0.141        
  19077          0.008               0.125        
  19078          0.009               0.141        
  19079          0.007               0.125        
  19080          0.006               0.125        
  19081          0.009               0.141        
  19082          0.005               0.125        
  19083          0.006               0.141        
  19084          0.007               0.141        
  19085          0.009               0.125        
  19086          0.007               0.141        
  19087          0.011               0.141        
  19088          0.008               0.125        
  19089          0.010               0.141        
  19090          0.014               0.141        
  19091          0.009               0.125        
  19092          0.011               0.141        
  19093          0.008               0.141        
  19094          0.013               0.125        
  19095          0.008               0.141        
  19096          0.007               0.125        
  19097          0.016               0.125        
  19098          0.012               0.141        
  19099          0.010               0.125        
  19100          0.007               0.141        
  19101          0.011               0.141        
  19102          0.009               0.125        
  19103          0.012               0.141        
  19104          0.006               0.141        
  19105          0.017               0.125        
  19106          0.007               0.141        
  19107          0.016               0.141        
  19108          0.008               0.125        
  19109          0.009               0.141        
  19110          0.016               0.141        
  19111          0.005               0.125        
  19112          0.007               0.141        
  19113          0.017               0.125        
  19114          0.008               0.125        
  19115          0.015               0.141        
  19116          0.015               0.125        
  19117          0.005               0.141        
  19118          0.023               0.141        
  19119          0.011               0.125        
  19120          0.015               0.141        
  19121          0.015               0.141        
  19122          0.009               0.125        
  19123          0.014               0.141        
  19124          0.007               0.141        
  19125          0.010               0.125        
  19126          0.007               0.125        
  19127          0.007               0.141        
  19128          0.006               0.141        
  19129          0.006               0.125        
  19130          0.007               0.141        
  19131          0.006               0.141        
  19132          0.006               0.125        
  19133          0.007               0.141        
  19134          0.009               0.125        
  19135          0.006               0.125        
  19136          0.007               0.141        
  19137          0.007               0.125        
  19138          0.006               0.141        
  19139          0.009               0.141        
  19140          0.007               0.125        
  19141          0.010               0.141        
  19142          0.007               0.141        
  19143          0.008               0.125        
  19144          0.013               0.141        
  19145          0.009               0.141        
  19146          0.006               0.125        
  19147          0.005               0.141        
  19148          0.006               0.141        
  19149          0.009               0.125        
  19150          0.009               0.141        
  19151          0.007               0.125        
  19152          0.008               0.141        
  19153          0.005               0.141        
  19154          0.006               0.125        
  19155          0.006               0.141        
  19156          0.006               0.141        
  19157          0.007               0.125        
  19158          0.009               0.141        
  19159          0.008               0.141        
  19160          0.009               0.125        
  19161          0.008               0.141        
  19162          0.006               0.141        
  19163          0.009               0.125        
  19164          0.009               0.141        
  19165          0.006               0.125        
  19166          0.006               0.125        
  19167          0.005               0.141        
  19168          0.009               0.125        
  19169          0.007               0.141        
  19170          0.011               0.141        
  19171          0.011               0.125        
  19172          0.005               0.141        
  19173          0.007               0.141        
  19174          0.008               0.125        
  19175          0.009               0.141        
  19176          0.007               0.141        
  19177          0.009               0.125        
  19178          0.007               0.141        
  19179          0.008               0.125        
  19180          0.009               0.141        
  19181          0.007               0.141        
  19182          0.005               0.125        
  19183          0.008               0.141        
  19184          0.007               0.141        
  19185          0.011               0.125        
  19186          0.005               0.141        
  19187          0.013               0.141        
  19188          0.008               0.125        
  19189          0.008               0.141        
  19190          0.009               0.141        
  19191          0.007               0.125        
  19192          0.008               0.141        
  19193          0.006               0.125        
  19194          0.007               0.125        
  19195          0.007               0.141        
  19196          0.016               0.125        
  19197          0.009               0.141        
  19198          0.008               0.141        
  19199          0.013               0.125        
  19200          0.008               0.141        
  19201          0.016               0.141        
  19202          0.006               0.125        
  19203          0.008               0.141        
  19204          0.014               0.141        
  19205          0.006               0.125        
  19206          0.017               0.141        
  19207          0.007               0.125        
  19208          0.016               0.125        
  19209          0.006               0.141        
  19210          0.010               0.125        
  19211          0.006               0.141        
  19212          0.009               0.141        
  19213          0.010               0.125        
  19214          0.027               0.141        
  19215          0.028               0.141        
  19216          0.027               0.125        
  19217          0.006               0.141        
  19218          0.029               0.141        
  19219          0.023               0.125        
  19220          0.011               0.141        
  19221          0.059               0.125        
  19222          0.008               0.125        
  19223          0.011               0.141        
  19224          0.034               0.125        
  19225          0.006               0.141        
  19226          0.020               0.141        
  19227          0.018               0.125        
  19228          0.005               0.141        
  19229          0.015               0.141        
  19230          0.014               0.125        
  19231          0.007               0.141        
  19232          0.031               0.141        
  19233          0.010               0.125        
  19234          0.025               0.141        
  19235          0.010               0.125        
  19236          0.015               0.125        
  19237          0.013               0.141        
  19238          0.008               0.125        
  19239          0.008               0.141        
  19240          0.010               0.141        
  19241          0.007               0.125        
  19242          0.014               0.141        
  19243          0.008               0.141        
  19244          0.009               0.125        
  19245          0.011               0.141        
  19246          0.007               0.141        
  19247          0.017               0.125        
  19248          0.006               0.141        
  19249          0.016               0.125        
  19250          0.010               0.125        
  19251          0.008               0.125        
  19252          0.014               0.141        
  19253          0.009               0.141        
  19254          0.010               0.125        
  19255          0.007               0.141        
  19256          0.009               0.141        
  19257          0.006               0.125        
  19258          0.006               0.141        
  19259          0.012               0.125        
  19260          0.006               0.125        
  19261          0.009               0.141        
  19262          0.006               0.125        
  19263          0.007               0.141        
  19264          0.008               0.141        
  19265          0.013               0.125        
  19266          0.010               0.141        
  19267          0.004               0.141        
  19268          0.007               0.125        
  19269          0.008               0.141        
  19270          0.008               0.141        
  19271          0.007               0.125        
  19272          0.007               0.141        
  19273          0.008               0.141        
  19274          0.008               0.125        
  19275          0.009               0.141        
  19276          0.007               0.125        
  19277          0.008               0.125        
  19278          0.006               0.141        
  19279          0.010               0.125        
  19280          0.008               0.141        
  19281          0.004               0.141        
  19282          0.007               0.125        
  19283          0.006               0.141        
  19284          0.007               0.141        
  19285          0.010               0.125        
  19286          0.006               0.141        
  19287          0.007               0.141        
  19288          0.011               0.125        
  19289          0.009               0.141        
  19290          0.008               0.125        
  19291          0.007               0.125        
  19292          0.011               0.141        
  19293          0.009               0.125        
  19294          0.007               0.141        
  19295          0.016               0.141        
  19296          0.005               0.125        
  19297          0.014               0.141        
  19298          0.011               0.141        
  19299          0.009               0.125        
  19300          0.015               0.141        
  19301          0.008               0.141        
  19302          0.008               0.125        
  19303          0.008               0.141        
  19304          0.012               0.125        
  19305          0.008               0.125        
  19306          0.010               0.141        
  19307          0.012               0.125        
  19308          0.007               0.141        
  19309          0.015               0.141        
  19310          0.008               0.125        
  19311          0.010               0.141        
  19312          0.006               0.141        
  19313          0.009               0.125        
  19314          0.005               0.141        
  19315          0.008               0.141        
  19316          0.007               0.125        
  19317          0.010               0.141        
  19318          0.006               0.141        
  19319          0.014               0.125        
  19320          0.007               0.141        
  19321          0.009               0.125        
  19322          0.008               0.141        
  19323          0.009               0.141        
  19324          0.008               0.125        
  19325          0.007               0.141        
  19326          0.006               0.141        
  19327          0.009               0.125        
  19328          0.006               0.141        
  19329          0.009               0.141        
  19330          0.008               0.125        
  19331          0.006               0.141        
  19332          0.010               0.141        
  19333          0.012               0.125        
  19334          0.007               0.141        
  19335          0.007               0.141        
  19336          0.008               0.125        
  19337          0.009               0.141        
  19338          0.007               0.125        
  19339          0.009               0.125        
  19340          0.007               0.141        
  19341          0.010               0.125        
  19342          0.006               0.141        
  19343          0.006               0.141        
  19344          0.013               0.125        
  19345          0.007               0.141        
  19346          0.011               0.141        
  19347          0.012               0.125        
  19348          0.006               0.141        
  19349          0.017               0.141        
  19350          0.007               0.125        
  19351          0.012               0.141        
  19352          0.009               0.125        
  19353          0.008               0.125        
  19354          0.007               0.141        
  19355          0.006               0.125        
  19356          0.005               0.141        
  19357          0.005               0.141        
  19358          0.010               0.125        
  19359          0.007               0.141        
  19360          0.009               0.141        
  19361          0.011               0.125        
  19362          0.006               0.141        
  19363          0.009               0.141        
  19364          0.008               0.125        
  19365          0.007               0.141        
  19366          0.006               0.125        
  19367          0.005               0.125        
  19368          0.012               0.141        
  19369          0.008               0.125        
  19370          0.011               0.141        
  19371          0.006               0.141        
  19372          0.008               0.125        
  19373          0.011               0.141        
  19374          0.007               0.141        
  19375          0.012               0.125        
  19376          0.005               0.125        
  19377          0.006               0.125        
  19378          0.007               0.141        
  19379          0.009               0.125        
  19380          0.006               0.141        
  19381          0.008               0.141        
  19382          0.008               0.125        
  19383          0.012               0.141        
  19384          0.011               0.141        
  19385          0.008               0.125        
  19386          0.010               0.141        
  19387          0.009               0.141        
  19388          0.019               0.125        
  19389          0.006               0.141        
  19390          0.011               0.141        
  19391          0.009               0.125        
  19392          0.006               0.141        
  19393          0.009               0.125        
  19394          0.012               0.125        
  19395          0.010               0.141        
  19396          0.009               0.125        
  19397          0.007               0.141        
  19398          0.006               0.141        
  19399          0.012               0.125        
  19400          0.008               0.141        
  19401          0.014               0.141        
  19402          0.009               0.125        
  19403          0.005               0.141        
  19404          0.024               0.141        
  19405          0.008               0.125        
  19406          0.022               0.141        
  19407          0.021               0.125        
  19408          0.021               0.125        
  19409          0.028               0.141        
  19410          0.007               0.125        
  19411          0.029               0.141        
  19412          0.012               0.141        
  19413          0.008               0.125        
  19414          0.017               0.141        
  19415          0.006               0.141        
  19416          0.010               0.125        
  19417          0.010               0.141        
  19418          0.008               0.141        
  19419          0.015               0.125        
  19420          0.010               0.141        
  19421          0.008               0.125        
  19422          0.012               0.125        
  19423          0.008               0.141        
  19424          0.010               0.125        
  19425          0.005               0.141        
  19426          0.008               0.141        
  19427          0.010               0.125        
  19428          0.005               0.141        
  19429          0.007               0.141        
  19430          0.009               0.125        
  19431          0.008               0.141        
  19432          0.007               0.141        
  19433          0.006               0.125        
  19434          0.007               0.141        
  19435          0.011               0.141        
  19436          0.006               0.125        
  19437          0.005               0.141        
  19438          0.007               0.125        
  19439          0.008               0.125        
  19440          0.008               0.141        
  19441          0.005               0.125        
  19442          0.008               0.141        
  19443          0.008               0.141        
  19444          0.006               0.125        
  19445          0.007               0.141        
  19446          0.010               0.141        
  19447          0.004               0.125        
  19448          0.008               0.141        
  19449          0.008               0.141        
  19450          0.007               0.125        
  19451          0.008               0.141        
  19452          0.005               0.125        
  19453          0.011               0.125        
  19454          0.006               0.141        
  19455          0.009               0.125        
  19456          0.005               0.141        
  19457          0.006               0.141        
  19458          0.008               0.125        
  19459          0.005               0.141        
  19460          0.008               0.141        
  19461          0.010               0.125        
  19462          0.007               0.141        
  19463          0.006               0.141        
  19464          0.008               0.125        
  19465          0.006               0.141        
  19466          0.015               0.141        
  19467          0.008               0.125        
  19468          0.010               0.141        
  19469          0.006               0.125        
  19470          0.009               0.125        
  19471          0.009               0.141        
  19472          0.008               0.125        
  19473          0.008               0.141        
  19474          0.009               0.141        
  19475          0.005               0.125        
  19476          0.010               0.141        
  19477          0.008               0.141        
  19478          0.010               0.125        
  19479          0.005               0.141        
  19480          0.008               0.141        
  19481          0.008               0.125        
  19482          0.007               0.141        
  19483          0.010               0.125        
  19484          0.005               0.125        
  19485          0.005               0.141        
  19486          0.007               0.125        
  19487          0.008               0.141        
  19488          0.011               0.141        
  19489          0.009               0.125        
  19490          0.012               0.141        
  19491          0.010               0.141        
  19492          0.015               0.125        
  19493          0.008               0.141        
  19494          0.008               0.141        
  19495          0.018               0.125        
  19496          0.010               0.141        
  19497          0.016               0.141        
  19498          0.005               0.125        
  19499          0.013               0.141        
  19500          0.009               0.125        
  19501          0.005               0.141        
  19502          0.015               0.141        
  19503          0.011               0.125        
  19504          0.010               0.141        
  19505          0.025               0.141        
  19506          0.007               0.125        
  19507          0.011               0.141        
  19508          0.019               0.141        
  19509          0.015               0.125        
  19510          0.019               0.141        
  19511          0.022               0.125        
  19512          0.009               0.125        
  19513          0.051               0.141        
  19514          0.006               0.125        
  19515          0.036               0.141        
  19516          0.022               0.141        
  19517          0.009               0.125        
  19518          0.038               0.141        
  19519          0.016               0.141        
  19520          0.022               0.125        
  19521          0.021               0.141        
  19522          0.010               0.141        
  19523          0.009               0.125        
  19524          0.026               0.141        
  19525          0.021               0.141        
  19526          0.015               0.125        
  19527          0.024               0.141        
  19528          0.015               0.141        
  19529          0.012               0.125        
  19530          0.023               0.141        
  19531          0.019               0.125        
  19532          0.016               0.141        
  19533          0.016               0.141        
  19534          0.021               0.125        
  19535          0.009               0.141        
  19536          0.026               0.141        
  19537          0.013               0.125        
  19538          0.011               0.141        
  19539          0.009               0.141        
  19540          0.018               0.125        
  19541          0.012               0.141        
  19542          0.014               0.125        
  19543          0.012               0.125        
  19544          0.007               0.141        
  19545          0.008               0.125        
  19546          0.013               0.141        
  19547          0.010               0.141        
  19548          0.012               0.125        
  19549          0.023               0.141        
  19550          0.012               0.141        
  19551          0.021               0.125        
  19552          0.017               0.141        
  19553          0.011               0.141        
  19554          0.033               0.125        
  19555          0.015               0.141        
  19556          0.016               0.125        
  19557          0.021               0.125        
  19558          0.007               0.141        
  19559          0.021               0.125        
  19560          0.024               0.141        
  19561          0.005               0.141        
  19562          0.017               0.125        
  19563          0.022               0.141        
  19564          0.009               0.141        
  19565          0.013               0.125        
  19566          0.018               0.141        
  19567          0.015               0.141        
  19568          0.005               0.125        
  19569          0.029               0.141        
  19570          0.010               0.141        
  19571          0.011               0.125        
  19572          0.010               0.141        
  19573          0.008               0.125        
  19574          0.010               0.125        
  19575          0.010               0.141        
  19576          0.007               0.125        
  19577          0.008               0.141        
  19578          0.008               0.141        
  19579          0.008               0.125        
  19580          0.008               0.141        
  19581          0.006               0.141        
  19582          0.018               0.125        
  19583          0.014               0.141        
  19584          0.016               0.141        
  19585          0.009               0.125        
  19586          0.010               0.141        
  19587          0.014               0.125        
  19588          0.009               0.125        
  19589          0.007               0.141        
  19590          0.019               0.125        
  19591          0.006               0.141        
  19592          0.012               0.141        
  19593          0.007               0.125        
  19594          0.009               0.141        
  19595          0.007               0.141        
  19596          0.005               0.125        
  19597          0.006               0.141        
  19598          0.006               0.141        
  19599          0.008               0.125        
  19600          0.009               0.141        
  19601          0.005               0.141        
  19602          0.005               0.125        
  19603          0.008               0.141        
  19604          0.010               0.125        
  19605          0.005               0.125        
  19606          0.009               0.141        
  19607          0.007               0.125        
  19608          0.006               0.141        
  19609          0.008               0.141        
  19610          0.010               0.125        
  19611          0.006               0.141        
  19612          0.007               0.141        
  19613          0.008               0.125        
  19614          0.008               0.141        
  19615          0.006               0.141        
  19616          0.010               0.125        
  19617          0.012               0.141        
  19618          0.013               0.125        
  19619          0.008               0.125        
  19620          0.006               0.141        
  19621          0.007               0.125        
  19622          0.006               0.141        
  19623          0.009               0.141        
  19624          0.006               0.125        
  19625          0.007               0.141        
  19626          0.006               0.125        
  19627          0.008               0.125        
  19628          0.008               0.141        
  19629          0.007               0.125        
  19630          0.007               0.141        
  19631          0.007               0.141        
  19632          0.009               0.125        
  19633          0.009               0.141        
  19634          0.008               0.141        
  19635          0.009               0.125        
  19636          0.008               0.141        
  19637          0.007               0.141        
  19638          0.006               0.125        
  19639          0.009               0.141        
  19640          0.010               0.125        
  19641          0.011               0.125        
  19642          0.006               0.141        
  19643          0.006               0.125        
  19644          0.006               0.141        
  19645          0.009               0.141        
  19646          0.008               0.125        
  19647          0.007               0.141        
  19648          0.006               0.141        
  19649          0.006               0.125        
  19650          0.011               0.141        
  19651          0.010               0.141        
  19652          0.013               0.125        
  19653          0.007               0.141        
  19654          0.009               0.141        
  19655          0.010               0.125        
  19656          0.014               0.141        
  19657          0.009               0.125        
  19658          0.009               0.125        
  19659          0.012               0.141        
  19660          0.008               0.125        
  19661          0.008               0.141        
  19662          0.009               0.141        
  19663          0.007               0.125        
  19664          0.011               0.141        
  19665          0.008               0.141        
  19666          0.006               0.125        
  19667          0.007               0.141        
  19668          0.006               0.141        
  19669          0.006               0.125        
  19670          0.010               0.141        
  19671          0.007               0.125        
  19672          0.006               0.141        
  19673          0.008               0.141        
  19674          0.009               0.125        
  19675          0.007               0.141        
  19676          0.009               0.141        
  19677          0.007               0.125        
  19678          0.010               0.141        
  19679          0.009               0.141        
  19680          0.008               0.125        
  19681          0.010               0.141        
  19682          0.006               0.141        
  19683          0.008               0.125        
  19684          0.007               0.141        
  19685          0.006               0.125        
  19686          0.008               0.125        
  19687          0.006               0.141        
  19688          0.007               0.125        
  19689          0.009               0.141        
  19690          0.007               0.141        
  19691          0.008               0.125        
  19692          0.009               0.141        
  19693          0.006               0.141        
  19694          0.006               0.125        
  19695          0.010               0.141        
  19696          0.006               0.141        
  19697          0.011               0.125        
  19698          0.006               0.141        
  19699          0.007               0.141        
  19700          0.007               0.125        
  19701          0.004               0.141        
  19702          0.009               0.141        
  19703          0.006               0.125        
  19704          0.007               0.141        
  19705          0.009               0.125        
  19706          0.011               0.125        
  19707          0.005               0.141        
  19708          0.009               0.125        
  19709          0.005               0.141        
  19710          0.010               0.141        
  19711          0.007               0.125        
  19712          0.006               0.141        
  19713          0.014               0.141        
  19714          0.011               0.125        
  19715          0.010               0.141        
  19716          0.019               0.141        
  19717          0.011               0.125        
  19718          0.013               0.141        
  19719          0.019               0.141        
  19720          0.007               0.125        
  19721          0.012               0.141        
  19722          0.009               0.125        
  19723          0.006               0.125        
  19724          0.010               0.141        
  19725          0.010               0.125        
  19726          0.007               0.141        
  19727          0.010               0.141        
  19728          0.010               0.125        
  19729          0.007               0.141        
  19730          0.012               0.141        
  19731          0.010               0.125        
  19732          0.006               0.141        
  19733          0.012               0.141        
  19734          0.010               0.125        
  19735          0.011               0.141        
  19736          0.008               0.125        
  19737          0.006               0.125        
  19738          0.006               0.141        
  19739          0.008               0.125        
  19740          0.006               0.141        
  19741          0.007               0.141        
  19742          0.013               0.125        
  19743          0.009               0.141        
  19744          0.012               0.141        
  19745          0.009               0.125        
  19746          0.009               0.141        
  19747          0.006               0.141        
  19748          0.009               0.125        
  19749          0.009               0.141        
  19750          0.007               0.141        
  19751          0.007               0.125        
  19752          0.006               0.141        
  19753          0.009               0.141        
  19754          0.008               0.125        
  19755          0.009               0.141        
  19756          0.009               0.141        
  19757          0.006               0.125        
  19758          0.008               0.141        
  19759          0.007               0.125        
  19760          0.007               0.125        
  19761          0.007               0.141        
  19762          0.006               0.125        
  19763          0.008               0.141        
  19764          0.007               0.141        
  19765          0.004               0.125        
  19766          0.010               0.141        
  19767          0.009               0.141        
  19768          0.006               0.125        
  19769          0.005               0.141        
  19770          0.008               0.141        
  19771          0.007               0.125        
  19772          0.012               0.141        
  19773          0.006               0.125        
  19774          0.013               0.125        
  19775          0.009               0.141        
  19776          0.012               0.125        
  19777          0.011               0.141        
  19778          0.013               0.141        
  19779          0.007               0.125        
  19780          0.023               0.141        
  19781          0.011               0.141        
  19782          0.009               0.125        
  19783          0.018               0.141        
  19784          0.009               0.141        
  19785          0.015               0.125        
  19786          0.012               0.141        
  19787          0.013               0.125        
  19788          0.010               0.125        
